Enter,TTP,instance,file:
RESULTS,FOR,heuristics,:,20
rat195_n1940_uncorr-similar-weights_01.ttp:,343.0,176822.0,150104.0,2450,3366.649640265025,62436.44336749875,255
rat195_n1940_uncorr-similar-weights_01.ttp:,356.0,176809.0,149915.0,2446,3362.9857034364377,62342.85228251516,144
rat195_n1940_uncorr-similar-weights_01.ttp:,328.0,176837.0,150016.0,2448,3366.6217506623498,62349.16961275242,130
rat195_n1940_uncorr-similar-weights_01.ttp:,356.0,176809.0,149915.0,2446,3362.9857034364377,62342.85228251516,152
rat195_n1940_uncorr-similar-weights_01.ttp:,406.0,176759.0,150249.0,2448,3472.308586822088,59830.08439915284,111
rat195_n1940_uncorr-similar-weights_01.ttp:,328.0,176837.0,150016.0,2448,3366.6217506623498,62349.16961275242,105
rat195_n1940_uncorr-similar-weights_01.ttp:,381.0,176784.0,150520.0,2449,3480.7939370443537,59880.125879365034,97
rat195_n1940_uncorr-similar-weights_01.ttp:,328.0,176837.0,150016.0,2448,3366.6217506623498,62349.16961275242,106
rat195_n1940_uncorr-similar-weights_01.ttp:,406.0,176759.0,150249.0,2448,3472.308586822088,59830.08439915284,112
rat195_n1940_uncorr-similar-weights_01.ttp:,386.0,176779.0,150571.0,2446,3487.5701309746933,59754.67378941899,115
rat195_n1940_uncorr-similar-weights_01.ttp:,386.0,176779.0,150571.0,2446,3487.5701309746933,59754.67378941899,109
rat195_n1940_uncorr-similar-weights_01.ttp:,386.0,176779.0,150571.0,2446,3487.5701309746933,59754.67378941899,99
rat195_n1940_uncorr-similar-weights_01.ttp:,328.0,176837.0,150016.0,2448,3366.6217506623498,62349.16961275242,102
rat195_n1940_uncorr-similar-weights_01.ttp:,386.0,176779.0,150571.0,2446,3487.5701309746933,59754.67378941899,102
rat195_n1940_uncorr-similar-weights_01.ttp:,398.0,176767.0,150063.0,2450,3471.2380908436853,59671.96011443043,99
rat195_n1940_uncorr-similar-weights_01.ttp:,378.0,176787.0,150368.0,2446,3470.199468644229,60004.00583650428,104
rat195_n1940_uncorr-similar-weights_01.ttp:,328.0,176837.0,150016.0,2448,3366.6217506623498,62349.16961275242,102
rat195_n1940_uncorr-similar-weights_01.ttp:,328.0,176837.0,150016.0,2448,3366.6217506623498,62349.16961275242,107
rat195_n1940_uncorr-similar-weights_01.ttp:,381.0,176784.0,150520.0,2449,3480.568096986994,59886.00675445868,94
rat195_n1940_uncorr-similar-weights_01.ttp:,328.0,176837.0,150016.0,2448,3366.6217506623498,62349.16961275242,110
rat195_n1940_uncorr-similar-weights_01.ttp:,406.0,176759.0,150249.0,2448,3472.308586822088,59830.08439915284,98
rat195_n1940_uncorr-similar-weights_01.ttp:,328.0,176837.0,150016.0,2448,3366.6217506623498,62349.16961275242,117
rat195_n1940_uncorr-similar-weights_01.ttp:,328.0,176837.0,150016.0,2448,3366.6217506623498,62349.16961275242,109
rat195_n1940_uncorr-similar-weights_01.ttp:,328.0,176837.0,150016.0,2448,3366.6217506623498,62349.16961275242,104
rat195_n1940_uncorr-similar-weights_01.ttp:,328.0,176837.0,150016.0,2448,3366.6217506623498,62349.16961275242,100
rat195_n1940_uncorr-similar-weights_01.ttp:,398.0,176767.0,150046.0,2448,3454.964776336308,60078.71722420254,97
rat195_n1940_uncorr-similar-weights_01.ttp:,406.0,176759.0,150249.0,2448,3472.308586822088,59830.08439915284,102
rat195_n1940_uncorr-similar-weights_01.ttp:,328.0,176837.0,150016.0,2448,3366.6217506623498,62349.16961275242,100
rat195_n1940_uncorr-similar-weights_01.ttp:,406.0,176759.0,150249.0,2448,3472.308586822088,59830.08439915284,118
rat195_n1940_uncorr-similar-weights_01.ttp:,328.0,176837.0,150016.0,2448,3366.6217506623498,62349.16961275242,109
RESULTS,FOR,heuristics,:,21
rat195_n1940_uncorr-similar-weights_01.ttp:,331.0,176834.0,151454.0,2448,3377.3300135721715,63508.32644658066,191
rat195_n1940_uncorr-similar-weights_01.ttp:,331.0,176834.0,151454.0,2448,3377.3300135721715,63508.32644658066,163
rat195_n1940_uncorr-similar-weights_01.ttp:,1399.0,175766.0,151595.0,2449,3502.1579774363286,60398.806267558,180
rat195_n1940_uncorr-similar-weights_01.ttp:,1396.0,175769.0,151785.0,2446,3515.235248073077,60248.274140177076,174
